id;question;mediaReference;points;typeId;correctAnswerId
196;Kierujesz samochodem ciężarowym o dopuszczalnej masie całkowitej nie przekraczającej 3,5 tony. Czy w przedstawionej sytuacji wolno Ci wyprzedzić samochód osobowy?;D38_5661org.jpg;3;1;393
197;Czy w tej sytuacji kierując autobusem wolno Ci wyprzedzić samochód osobowy?;D38_5661org.jpg;3;1;395
198;Czy w tej sytuacji wolno Ci wjechać na zwężony odcinek jezdni, jeżeli nie zmusisz tym nadjeżdżającego z przeciwka do zatrzymania się?;IMG_6248d8.jpg;3;1;397
199;Czy w przedstawionej sytuacji umieszczona pod znakiem tabliczka wskazuje odległość znaku od miejsca, w którym masz obowiązek zatrzymania się?;IMG_7019d8org.jpg;3;1;399
200;Czy zakaz określony tym znakiem obowiązuje Cię do najbliższego skrzyżowania?;IMG_0524d5org.jpg;3;1;401
201;Czy na drodze za tym znakiem wolno Ci zatrzymać pojazd na czas do 1 minuty?;IMG_4011org.jpg;3;1;404
202;Czy na widocznym skrzyżowaniu wolno Ci skręcić wyłącznie w lewo?;1472D14MMorg.jpg;3;1;405
203;Czy w tej sytuacji wolno Ci jechać pojazdem z włączonymi światłami przeciwmgłowymi?;642.D33org.wmv;1;1;408
204;Czy w tej sytuacji masz prawo kontynuować jazdę  bez zwracania uwagi na zachowanie pieszego?;634.D33_org.wmv;3;1;410
205;Czy za tym znakiem masz prawo zatrzymać samochód osobowy kołami jednego boku na chodniku?;2671D15orgbm.jpg;2;1;412
206;Czy za tym znakiem masz prawo zaparkować pojazd na 5 minut ?;2697D15orgbm.jpg;2;1;414
207;Czy masz prawo zatrzymać pojazd pod wiaduktem, gdy znaki tego nie zabraniają?;3022D15orgbm.jpg;2;1;415
208;Czy masz prawo zatrzymać pojazd na widocznym moście w celu wysadzenia pasażerów?;2962D15orgbm.jpg;2;1;418
209;Czy masz prawo zatrzymać pojazd bezpośrednio za tym przejściem dla pieszych?;3462D15orgbm.jpg;2;1;420
210;Czy w tej sytuacji masz prawo zaparkować pojazd za tym znakiem, jeżeli pozostawisz odpowiednią ilość miejsca dla pieszych i pojazdów?;3475D15orgbm.jpg;2;1;422
211;Czy masz prawo zaparkować pojazd na chodniku przed tymi znakami?;3825D15orgbm.jpg;2;1;424
212;Czy w tej sytuacji masz prawo zatrzymać pojazd na chodniku w odległości 3 metrów od wiaty widocznego przystanku?;4086D15orgbm.jpg;2;1;426
213;Czy w tej sytuacji masz prawo zatrzymać pojazd przy prawej krawędzi jezdni bezpośrednio za przejściem dla pieszych?;4483D15orgbm.jpg;2;1;427
214;Czy za tym znakiem masz obowiązek zająć lewy pas ruchu?;2175D15orgbm.jpg;2;1;430
215;Czy w sytuacji, gdy wszystkie pasy do jazdy na wprost są wolne, masz obowiązek zająć lewy pas ruchu?;3963D15orgbm.jpg;2;1;432
216;Czy w tej sytuacji wolno Ci pozostać na lewym pasie ruchu, gdy prawy jest wolny?;MD_D5_10_ff_loorg_2.wmv;2;1;434
217;Czy bezpośrednio za tym znakiem masz prawo zaparkować pojazd?;D15b_05-7_org.wmv;2;1;436
218;Czy chcąc wysadzić pasażera, masz prawo zatrzymać pojazd na jezdni w miejscu, w którym się teraz znajdujesz?;D15b_07-8_org.wmv;2;1;437
219;Czy masz prawo zaparkować w tym miejscu na moście?;D15b_19-12_org.wmv;2;1;440
220;Czy w przedstawionej sytuacji należy zmienić pas ruchu na lewy, pozostawiając pas prawy wolniej jadącym pojazdom?;MD_D15a_11_org.wmv;2;1;442
221;Czy w tej sytuacji postąpiłeś właściwie, zmieniając pas ruchu?;MD_D5_07_ff_lo_org.wmv;2;1;443
222;Czy w tej sytuacji musisz przewidywać, że zza tramwaju wyjedzie rowerzysta?;3287D15orgbm.jpg;3;1;445
223;Czy w tej sytuacji możesz podjąć próbę wyprzedzania rowerzysty?;3352D15orgbm.jpg;3;1;448
224;Czy w tej sytuacji, powstrzymanie się od wyprzedzenia rowerzysty jest prawidłowe?;MD_D15b_10org.wmv;3;1;449
225;Czy w tej sytuacji wolno Ci zrezygnować z obserwacji zachowania dzieci?;3764D15orgbm.jpg;3;1;452
226;Czy w tej sytuacji powinieneś zmniejszyć prędkość?;4221D15orgbm.jpg;3;1;453
227;Czy w tej sytuacji powinieneś oddalić się od prawej krawędzi jezdni?;3039orgbm.jpg;3;1;455
228;Czy w tej sytuacji, jadąc na wprost, musisz mieć stale włączony lewy kierunkowskaz, ponieważ omijasz zaparkowane pojazdy?;3067D15org.jpg;2;1;458
229;Czy w tej sytuacji masz obowiązek wcześniej zasygnalizować, że zamierzasz zmienić pas ruchu?;4015D15org.jpg;2;1;459
230;Czy zmieniając nieznacznie tor jazdy pojazdu w obrębie dotychczas zajmowanego pasa ruchu, masz obowiązek sygnalizować to wcześniej kierunkowskazem?;4446D15org.jpg;2;1;462
231;Zamierzasz kontynuować jazdę drogą z pierwszeństwem. Czy powinieneś użyć kierunkowskazu?;3397D15org.jpg;2;1;463
232;Czy w tej sytuacji wolno Ci zrezygnować z użycia kierunkowskazu zanim zmienisz pas ruchu?;MD_D3_03_loorg.wmv;2;1;466
233;Czy w tej sytuacji masz prawo zmienić pas ruchu na prawy, jeśli kierujesz pojazdem, który nie wykonuje odpłatnego przewozu osób na regularnych liniach?;MD_D4_01_ff_loorg.wmv;2;1;468
234;Czy w tej sytuacji masz obowiązek użycia kierunkowskazu?;3746D15org.jpg;2;1;469
235;Czy w tej sytuacji wolno Ci zawrócić na widocznym skrzyżowaniu?;3935D15org.jpg;2;1;471
236;Czy na tym skrzyżowaniu będzie Ci wolno zawrócić, gdy zapali się sygnał zielony?;4640D15org.jpg;2;1;474
237;Czy na tej drodze wolno Ci zawracać?;4675D15org.jpg;2;1;476
238;Zamierzasz skręcić w prawo. Czy masz obowiązek włączyć kierunkowskaz?;D15b_09org.wmv;2;1;477
239;Czy skręcając w lewo na tym skrzyżowaniu zachowałeś właściwy tor jazdy?;D15b_11org.wmv;2;1;479
240;Czy skręcając na tym skrzyżowaniu w lewo, zachowałeś właściwy tor jazdy?;W11(40)org.wmv;2;1;481
241;Czy przed tym skrzyżowaniem zająłeś właściwy pas ruchu, jeśli zamierzasz skręcić w lewo?;D15b_24org.wmv;2;1;483
242;Czy z pasa ruchu, który zajmujesz, masz prawo zawrócić?;MD_D3_06_ff_loorg.wmv;2;1;486
243;Czy z pasa ruchu, który zajmujesz, będziesz miał prawo skręcić wyłącznie w lewo?;MD_D3_07_ff_loorg.wmv;2;1;487
244;Czy masz obowiązek włączyć lewy kierunkowskaz, jeśli zamierzasz jechać przez to skrzyżowanie na wprost?;MD_D5_03_ff_loorg.wmv;2;1;490
245;Czy po wykonaniu manewru skrętu w prawo na tym skrzyżowaniu, masz obowiązek wyłączyć kierunkowskaz?;MD_D5_04b_ff_loorg.wmv;2;1;491
246;Czy tym pasem ruchu wolno Ci jechać na wprost?;MD_D5_11_ff_loorg.wmv;2;1;494
247;Czy skręcając w lewo, wybrałeś właściwy tor jazdy?;MD_D15c_10org.wmv;2;1;495
248;Czy chcąc wysadzić pasażera, masz prawo zatrzymać się bezpośrednio za tym przejazdem?;2698D15orgbm.jpg;2;1;498
249;Czy skręcając w lewo na tym skrzyżowaniu wybrałeś właściwy tor jazdy?;W11(49,50)org.wmv;2;1;499
250;Czy w tej sytuacji zabronione jest opuszczenie skrzyżowania prawym pasem ruchu?;W11(49,50)org.wmv;2;1;502
251;Czy w tej sytuacji powinieneś był upewnić się, że możesz bezpiecznie zmienić pas ruchu?;W11(52)org.wmv;2;1;503
252;Czy na tym skrzyżowaniu masz obowiązek włączyć kierunkowskaz, zanim skręcisz w prawo?;MD_D15c_20org.wmv;2;1;505
253;Czy zmieniając pas ruchu z lewego na środkowy, miałeś pierwszeństwo przed pojazdem wjeżdżającym na ten pas z prawej strony?;IMG_0846b_org.jpg;2;1;508
254;Czy w tej sytuacji masz prawo użyć sygnału dźwiękowego, by uprzedzić rowerzystę, że zamierzasz go wyprzedzić?;712.D35KWorg.wmv;1;1;510
255;Czy w tej sytuacji jadąc na obszarze zabudowanym, w razie potrzeby, masz obowiązek zatrzymać się aby umożliwić włączenie się autobusu do ruchu?;705.D34KWorg.wmv;3;1;511
256;Zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo. Czy masz obowiązek ustąpienia mu pierwszeństwa?;713.D35KWorg.wmv;3;1;514
257;Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;716.D35KWorg.wmv;3;1;516
258;Zamierzasz skręcić w lewo, a kierujący pojazdem nadjeżdżającym z przeciwka planuje jechać na wprost. Czy masz przed nim pierwszeństwo?;718.D35KWorg.wmv;3;1;517
259;Zamierzasz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka planuje skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa?;719.D35KWorg.wmv;3;1;519
260;Jakiej kategorii prawo jazdy jest wymagane, gdy chcesz kierować czterokołowcem innym niż lekki?;;1;2;521
261;Który z obowiązków dotyczy właściciela samochodu osobowego?;;1;2;524
262;Kiedy powinieneś sprawdzać ciśnienie w ogumieniu samochodu osobowego?;;2;2;527
263;W jaki sposób wolno Ci przewozić ładunek w przyczepie ciągniętej przez samochód osobowy?;;2;2;531
264;W jaki sposób przewieziesz ładunek w przyczepie ciągniętej przez samochód osobowy?;;2;2;533
265;Jak przewieziesz ładunek sypki w przyczepie ciągniętej przez samochód osobowy?;;2;2;538
266;Jak powinieneś zabezpieczyć urządzenie, którym zamocowałeś ładunek w przyczepie ciągniętej przez samochód osobowy?;;2;2;539
267;W jaki sposób powinien być umieszczony ładunek na samochodzie osobowym?;;2;2;544
268;Jak umieścisz bagaż w samochodzie osobowym?;;2;2;545
269;W jaki sposób umieścisz ładunek na przyczepie samochodu osobowego?;;2;2;548
270;Czego nie możesz robić kierując samochodem osobowym?;;2;2;551
271;Czy umieszczona pod znakiem zakazu tabliczka wskazuje długość odcinka jezdni, na którym zakaz obowiązuje?;1005D15org.jpg;3;1;554
272;Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdom jadącym z naprzeciwka?;D26MM_1org.wmv;3;1;556
273;Który z wymienionych sposobów przewożenia gaśnicy w samochodzie osobowym jest właściwy?;;2;2;560
274;Jaki jest cel stosowania układu ASR w samochodzie osobowym?;;2;2;563
275;Jaki jest cel stosowania układu ESP w samochodzie osobowym?;;2;2;566
276;Jedziesz na wprost przez skrzyżowanie. Czy masz pierwszeństwo przed pojazdem jadącym z przeciwka, który zamierza skręcić w lewo?;D26MM_28org.wmv;3;1;567
277;Zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi jadącemu z przeciwnego kierunku na wprost?;D26MM_29org.wmv;3;1;569
278;Zamierzasz skręcić w lewo na skrzyżowaniu. Czy masz obowiązek ustąpić pierwszeństwa autobusowi jadącemu z przeciwka na wprost?;D26MM_4org.wmv;3;1;571
279;Jak często należy obracać poszkodowanego nieurazowego na drugi bok po ułożeniu go w pozycji bezpiecznej?;R_101org.jpg;2;2;574
280;Stwierdzasz brak oddechu u dziecka. Nie masz nikogo do pomocy. Które z wymienionych działań należy podjąć?;R_110org.jpg;2;2;577
281;Jak zabezpieczysz krwawienie z rany przy braku jałowego opatrunku?;;3;2;580
282;Co należy zrobić w przypadku krwotoku z nosa?;R_132.jpg;2;2;582
283;Kiedy należy założyć opatrunek uciskowy?;;3;2;587
284;Jak długo należy prowadzić uciskanie klatki piersiowej i sztuczne oddychanie u osoby z nagłym zatrzymaniem krążenia?;R_144org.jpg;3;2;588
285;Czym należy poprzedzić uciskanie klatki piersiowej u niemowlęcia, które zostało ułożone na stole lub podłodze?;R_105org.jpg;2;2;591
286;Który z objawów wskazuje na złamanie żeber u poszkodowanego zachowującego przytomność?;R_132.jpg;2;2;594
287;Jak długo należy ręcznie stabilizować głowę poszkodowanego z podejrzeniem urazu kręgosłupa szyjnego?;R_030org.jpg;3;2;598
288;Poszkodowany ma złamanie zamknięte kończyny dolnej i skarży się na silny ból. Czeka na przyjazd zespołu ratownictwa medycznego. Jakie działania powinien podjąć świadek zdarzenia?;R_132.jpg;2;2;600
289;Co należy zrobić w przypadku podejrzenia urazu kręgosłupa szyjnego oraz braku oddechu  u poszkodowanego w wypadku drogowym?;R_018org.jpg;2;2;605
290;W jakim przypadku u poszkodowanego nie zastosujesz automatycznego defibrylatora zewnętrznego (AED)?;R_182org.jpg;2;2;608
291;Czy w tej sytuacji wolno Ci użyć ostrzegawczego sygnału dźwiękowego?;609.D29org.wmv;1;1;609
292; Czy w przedstawionej sytuacji należy rozpocząć hamowanie pojazdu?;D24_21org.wmv;3;1;611
293;Czy w tej sytuacji masz prawo kontynuować jazdę bez żadnej reakcji na zachowanie pieszego?;GND30_1aorg.wmv;3;1;614
294;Czy w przedstawionej sytuacji masz prawo skręcić w lewo?;146D11orgbm.jpg;3;1;615
295;Czy w przedstawionej sytuacji wolno Ci skręcić w prawo?;004D11orgbm.jpg;3;1;617
296;Czy w przedstawionej sytuacji wolno Ci skręcić w prawo?;022D11orgbm.jpg;3;1;620
297;Czy w tej sytuacji masz prawo ominąć przeszkodę wykorzystując część jezdni przeznaczoną dla jadących z przeciwka?;AK_D07_11_org_2.wmv;2;1;621
298;Czy w tej sytuacji zmniejszenie prędkości jest uzasadnione?;AK_D19_13org.wmv;2;1;623
299;Czy w tej sytuacji właściwie przygotowujesz się do wymijania?;AK_D19_14org.wmv;2;1;625
300;Czy w tej sytuacji masz obowiązek zatrzymać pojazd na czas przejazdu pojazdu jadącego z przeciwka?;AK_D19_21_org_2.wmv;2;1;627
301;Czy przed ominięciem widocznej przeszkody masz obowiązek ocenić sytuację za pojazdem na pozostałych pasach ruchu?;006D16_aorgbm.jpg;2;1;629
302;Czy w tej sytuacji, poruszając się jezdnią jednokierunkową poza obszarem zabudowanym, możesz wyprzedzać z prawej strony?;D26_122org.jpg;3;1;631
303;Czy na tym odcinku jezdni jednokierunkowej wolno Ci wyprzedzić pojazd z prawej strony?;D26_163org.jpg;3;1;633
304;Czy w tej sytuacji, włączając się do ruchu, masz obowiązek zachować szczególną ostrożność?;D36_44org.wmv;2;1;635
305;Czy w tej sytuacji, zjeżdżając z drogi do posesji, masz obowiązek zachować szczególną ostrożność?;D36_42org.wmv;2;1;637
306;Czy wyjeżdżając z posesji na drogę, masz obowiązek zachować szczególną ostrożność?;D36_41org.wmv;2;1;639
307;Czy wjeżdżając z drogi gruntowej na drogę twardą, masz obowiązek zachować szczególną ostrożność?;D36_39org.wmv;2;1;641
308;Czy na najbliższym zakręcie wolno Ci wyprzedzić ten pojazd z prawej strony?;D26_026org.jpg;3;1;644
309;Czy wtej sytuacji przy wjeżdżaniu na jezdnię należy zachować szczególną ostrożność?;D34A_05JSorg.wmv;2;1;645
310;Czy wyjeżdżając z zatoki, masz obowiązek zachować szczególną ostrożność?;D36_32Borg.wmv;2;1;647
311;Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;D24_31org.wmv;2;1;649
312;Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;D17_4org.wmv;2;1;651
313;Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;D36_15org.wmv;2;1;653
314;Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;D10_01JSorg.wmv;2;1;655
315;Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność?;D39_4Borg.wmv;2;1;657
316;Czy w tej sytuacji jesteś obowiązany do zachowania szczególnej ostrożności?;D18_1org.wmv;3;1;659
317;Czy w tej sytuacji jesteś zwolniony z obowiązku zachowania szczególnej ostrożności?;D18_1org.wmv;3;1;662
318;Czy kierując pojazdem we mgle masz obowiązek zachować szczególną ostrożność?;D33_1JSorg.wmv;2;1;663
319;Czy wyprzedzając ten pojazd masz obowiązek zachować szczególną ostrożność?;D10_12JSorg.wmv;2;1;665
320;Czy jadąc za tak oznakowanym pojazdem, masz obowiązek zachować szczególną ostrożność?;D39JS_3Borg.wmv;2;1;667
321;Czy zbliżając się do miejsca postoju tak oznakowanego pojazdu, masz obowiązek zachować szczególną ostrożność?;Gimbus_4org.wmv;2;1;669
322;Czy w tej sytuacji masz obowiązek zatrzymać pojazd?;W15(21)org.wmv;2;1;671
323;Czy omijając tak oznakowany pojazd masz obowiązek zachować szczególną ostrożność?;W15(22)org.wmv;2;1;673
324;Czy w tej sytuacji masz obowiązek zachować szczególną ostrożność i w razie potrzeby zatrzymać pojazd?;D24_4org.wmv;2;1;675
325;Czy w tej sytuacji powinieneś liczyć się z wtargnięciem pieszego na jezdnię?;D24_11org.wmv;3;1;677
326;Czy w tej sytuacji masz obowiązek zrezygnować z wykonania manewru wyprzedzania?;D17_7org.wmv;3;1;679
327;Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pieszym?;D24_12org.wmv;3;1;681
328;Zamierzasz wjechać do bramy. Czy masz obowiązek ustąpić pierwszeństwa pieszym?;D24_16org.wmv;3;1;683
329;Czy w tej sytuacji masz pierwszeństwo przed pieszymi?;D36_21org.wmv;3;1;686
330;Czy jadąc na wprost, masz obowiązek jechać powoli?;D36_21org.wmv;3;1;687
331;Czy w tej sytuacji masz obowiązek zatrzymać pojazd?;D24_6org.wmv;3;1;689
332;Czy w tej sytuacji masz obowiązek zatrzymać pojazd, by umożliwić pieszemu przejście przez jezdnię?;D24_34org.wmv;3;1;691
333;Czy w tej sytuacji masz obowiązek umożliwić pieszemu przejście przez jezdnię?;D24_18org.wmv;3;1;693
334;Czy w tej sytuacji masz obowiązek zatrzymać się, aby umożliwić przejazd osobie niepełnosprawnej?;D24_25org.wmv;3;1;695
335;Czy w tej sytuacji masz prawo powoli kontynuować jazdę, uważając na pieszych?;W16(20)org.wmv;3;1;698
336;W tej sytuacji wolno Ci kontynuować jazdę?;D10_10JSorg.wmv;3;1;700
337;Czy wolno Ci wysiąść z pojazdu bez upewnienia się, że nie spowodujesz tym zagrożenia ruchu?;Sequence01_4org.wmv;2;1;702
338;Czy wolno Ci otworzyć drzwi pojazdu bez upewnienia się, że nie spowodujesz tym zagrożenia ruchu?;Sequence01_4org.wmv;2;1;704
339;Czy w tej sytuacji, zostawiając drzwi otwarte, spowodujesz utrudnienie parkowania innym kierującym?;Sequence01_5org.wmv;2;1;705
340;Czy pozostawiony tak pojazd może utrudniać ruch lub parkowanie innym kierującym?;IMG_6190org.jpg;2;1;707
341;Czy w tej sytuacji wolno Ci opuścić miejsce zdarzenia, bo uznałeś, że sprawca wypadku udzieli pomocy poszkodowanemu?;R_1org.wmv;1;1;710
342;Czy w tej sytuacji masz obowiązek upewnić się, że z żadnej strony nie nadjeżdża pociąg?;D18org.wmv;3;1;711
343;Wiesz, że wkrótce na miejsce zdarzenia przybędą służby ratunkowe. Czy powinieneś nakłaniać sprawcę, aby zawiózł poszkodowanego do szpitala?;R_1org.wmv;1;1;714
344;Czy w tej sytuacji, dzwoniąc pod numer alarmowy, w pierwszej kolejności powinieneś określić miejsce zdarzenia?;R_1org.wmv;1;1;715
345;Czy zbliżając się do widocznego przejazdu, masz obowiązek upewnić się, że w czasie, gdy będziesz przez niego przejeżdżał, nie nadjedzie pociąg?;D18org.wmv;3;1;717
346;Czy w sytuacji, kiedy zapory kolejowe są podniesione masz obowiązek upewnienia się, czy nie zbliża się pociąg?;D18org.wmv;3;1;719
347;Czy widząc ludzi w płonącym samochodzie, masz obowiązek, jeśli jest to możliwe, udzielić im pierwszej pomocy  i wezwać straż pożarną?;R_2org.wmv;1;1;721
348;Czy w tej sytuacji masz obowiązek zatrzymać pojazd przed przejazdem kolejowym?;D17_3borg.wmv;3;1;723
349;Czy po ruszeniu pojazdu znajdującego się przed Tobą wolno Ci przejechać przez widoczny przejazd bez ponownego zatrzymania się?;D17_3borg.wmv;3;1;726
350;Czy wolno Ci wjechać na przejazd kolejowy, jeżeli półzapory zostały całkowicie podniesione, a sygnał czerwony jeszcze nie został wyłączony?;d19_2org.wmv;3;1;728
351;Czy w tej sytuacji, pamiętając o własnym bezpieczeństwie, powinieneś ewakuować poszkodowanego z dymiącego samochodu?;R_2org.wmv;1;1;729
352;Czy w tej sytuacji, mając zamiar jechać w lewo za przejazdem kolejowym, możesz kontynuować jazdę?;tram614,5_1JSorg.wmv;3;1;732
353;Czy w tej sytuacji masz obowiązek zabezpieczyć miejsce zdarzenia?;R_2org.wmv;1;1;733
354;Czy w tej sytuacji masz prawo odjechać i pozostawić leżącą osobę bez pomocy?;R_3org.wmv;1;1;736
355;Czy w tej sytuacji masz obowiązek zatrzymać się, udzielić niezbędnej pomocy i powiadomić służby ratunkowe?;R_3org.wmv;1;1;737
356;Czy w przedstawionej sytuacji wolno Ci wjechać na widoczny przejazd kolejowy, jeżeli czerwone światło już zgasło, ale półzapory nie zostały jeszcze całkowicie podniesione?;d19_1org.wmv;3;1;740
357;Czy w tej sytuacji, gdy jadą za Tobą inne pojazdy, masz prawo ostrożnie ominąć leżącego i oddalić się?;R_3org.wmv;1;1;742
358;Czy wolno Ci wjechać na widoczny przejazd bezpośrednio po przejechaniu pociągu, niezależnie od wyświetlanego sygnału?;D26JS_1org.wmv;3;1;744
359;Czy wolno Ci wjechać na widoczny przejazd bezpośrednio po podniesieniu zapór kolejowych bez upewnienia się, czy nie nadjeżdża pociąg?;D18_7org.wmv;3;1;746
